CHECK_A,DURATION,C_HIST,PURPOSE,AMOUNT,SAVE_A,EMPLOY,INSTALL_R,PERSONAL,GUARANTEE,RESIDENCE,PROPERTY,AGE,INSTALL_P,HOUSING,N_EXIST,JOB,N_PEOPLE,TEL,FOREIGN,CREDIT
NO_CHECK_A,18,critical_acc,car_new,1028,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,3,real_estate,36,none,own,2,skilled_office,1,none,yes,0
LT_0DM,8,critical_acc,car_new,3398,lt_100DM,4to7YR,1,MALE_SINGLE,none,4,real_estate,39,none,own,2,unskilled_res,1,none,no,0
NO_CHECK_A,12,critical_acc,furn_equip,5801,NO_SAVINGS_ACC,GT_7YR,2,MALE_SINGLE,none,4,savings,49,none,rent,1,skilled_office,1,yes,yes,0
NO_CHECK_A,24,existing_paid,car_new,1525,GT_1000DM,4to7YR,4,FEMALE_DIVORCED,none,3,vehicle,34,none,own,1,skilled_office,2,yes,yes,0
GT_200DM,36,existing_paid,radio_tv,4473,lt_100DM,GT_7YR,4,MALE_SINGLE,none,2,vehicle,31,none,own,1,skilled_office,1,none,yes,0
0to200DM,6,existing_paid,radio_tv,1068,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,28,none,own,1,skilled_office,2,none,yes,0
LT_0DM,24,critical_acc,car_used,6615,lt_100DM,unemployed,2,MALE_SINGLE,none,4,no_property,75,none,for_free,2,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,18,critical_acc,education,1864,100_500DM,1to4YR,4,FEMALE_DIVORCED,none,2,real_estate,30,none,own,2,skilled_office,1,none,yes,1
0to200DM,60,existing_paid,car_new,7408,100_500DM,LT_1YR,4,FEMALE_DIVORCED,none,2,savings,24,none,own,1,mgmt_selfemp,1,none,yes,1
NO_CHECK_A,48,critical_acc,car_used,11590,100_500DM,1to4YR,2,FEMALE_DIVORCED,none,4,vehicle,24,bank,rent,2,unskilled_res,1,none,yes,1
LT_0DM,24,no_credit,furn_equip,4110,lt_100DM,GT_7YR,3,MALE_SINGLE,none,4,no_property,23,bank,rent,2,skilled_office,2,none,yes,1
LT_0DM,6,critical_acc,furn_equip,3384,lt_100DM,1to4YR,1,MALE_DIVORCED,none,4,real_estate,44,none,rent,1,mgmt_selfemp,1,yes,yes,1
0to200DM,13,existing_paid,radio_tv,2101,lt_100DM,LT_1YR,2,FEMALE_DIVORCED,guarantor,4,savings,23,none,own,1,unskilled_res,1,none,yes,0
LT_0DM,15,existing_paid,dom_app,1275,NO_SAVINGS_ACC,1to4YR,4,FEMALE_DIVORCED,none,2,vehicle,24,none,rent,1,skilled_office,1,none,yes,1
LT_0DM,24,existing_paid,furn_equip,4169,lt_100DM,1to4YR,4,MALE_SINGLE,none,4,savings,28,none,own,1,skilled_office,1,none,yes,0
0to200DM,10,existing_paid,furn_equip,1521,lt_100DM,1to4YR,4,MALE_DIVORCED,none,2,vehicle,31,none,own,1,unskilled_res,1,none,yes,0
0to200DM,24,critical_acc,education,5743,lt_100DM,LT_1YR,2,FEMALE_DIVORCED,none,4,no_property,24,none,for_free,2,skilled_office,1,yes,yes,0
LT_0DM,21,existing_paid,furn_equip,3599,lt_100DM,4to7YR,1,FEMALE_DIVORCED,none,4,vehicle,26,none,rent,1,unskilled_res,1,none,yes,0
0to200DM,18,existing_paid,radio_tv,3213,500_1000DM,LT_1YR,1,MALE_MARRIED,none,3,real_estate,25,none,rent,1,skilled_office,1,none,yes,0
0to200DM,18,existing_paid,business,4439,lt_100DM,GT_7YR,1,MALE_SINGLE,co-applicant,1,real_estate,33,bank,own,1,mgmt_selfemp,1,yes,yes,0
GT_200DM,10,existing_paid,car_new,3949,lt_100DM,LT_1YR,1,MALE_SINGLE,guarantor,1,savings,37,none,own,1,unskilled_res,2,none,yes,0
NO_CHECK_A,15,critical_acc,radio_tv,1459,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,2,vehicle,43,none,own,1,unskilled_res,1,none,yes,0
0to200DM,13,critical_acc,radio_tv,882,lt_100DM,LT_1YR,4,MALE_SINGLE,guarantor,4,real_estate,23,none,own,2,skilled_office,1,none,yes,0
0to200DM,24,existing_paid,radio_tv,3758,500_1000DM,unemployed,1,FEMALE_DIVORCED,none,4,no_property,23,none,rent,1,unskilled_non_res,1,none,yes,0
NO_CHECK_A,6,delay_in_past,business,1743,100_500DM,1to4YR,1,MALE_SINGLE,none,2,real_estate,34,none,own,2,unskilled_res,1,none,yes,0
0to200DM,9,critical_acc,education,1136,GT_1000DM,GT_7YR,4,MALE_SINGLE,none,3,no_property,32,none,for_free,2,skilled_office,2,none,yes,1
NO_CHECK_A,9,existing_paid,dom_app,1236,lt_100DM,LT_1YR,1,FEMALE_DIVORCED,none,4,real_estate,23,none,rent,1,skilled_office,1,yes,yes,0
0to200DM,9,existing_paid,furn_equip,959,lt_100DM,1to4YR,1,FEMALE_DIVORCED,none,2,vehicle,29,none,own,1,skilled_office,1,none,no,1
NO_CHECK_A,18,critical_acc,car_used,3229,NO_SAVINGS_ACC,unemployed,2,MALE_SINGLE,none,4,no_property,38,none,own,1,mgmt_selfemp,1,yes,yes,0
LT_0DM,12,no_credit,radio_tv,6199,lt_100DM,1to4YR,4,MALE_SINGLE,none,2,savings,28,none,rent,2,skilled_office,1,yes,yes,1
NO_CHECK_A,10,existing_paid,education,727,500_1000DM,GT_7YR,4,MALE_SINGLE,none,4,no_property,46,none,for_free,1,skilled_office,1,yes,yes,0
0to200DM,24,existing_paid,car_new,1246,lt_100DM,LT_1YR,4,MALE_SINGLE,none,2,real_estate,23,stores,own,1,unskilled_res,1,none,yes,1
NO_CHECK_A,12,critical_acc,radio_tv,2331,NO_SAVINGS_ACC,GT_7YR,1,MALE_SINGLE,co-applicant,4,real_estate,49,none,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,36,delay_in_past,radio_tv,4463,lt_100DM,1to4YR,4,MALE_SINGLE,none,2,vehicle,26,none,own,2,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,12,existing_paid,radio_tv,776,lt_100DM,1to4YR,4,MALE_MARRIED,none,2,real_estate,28,none,own,1,skilled_office,1,none,yes,0
LT_0DM,30,existing_paid,furn_equip,2406,lt_100DM,4to7YR,4,FEMALE_DIVORCED,none,4,real_estate,23,none,rent,1,skilled_office,1,none,yes,1
0to200DM,18,existing_paid,education,1239,NO_SAVINGS_ACC,1to4YR,4,MALE_SINGLE,none,4,no_property,61,none,for_free,1,skilled_office,1,none,yes,0
GT_200DM,12,existing_paid,radio_tv,3399,NO_SAVINGS_ACC,GT_7YR,2,MALE_SINGLE,none,3,vehicle,37,none,own,1,mgmt_selfemp,1,none,yes,0
GT_200DM,12,delay_in_past,car_new,2247,lt_100DM,1to4YR,2,FEMALE_DIVORCED,none,2,vehicle,36,stores,own,2,skilled_office,1,yes,yes,0
NO_CHECK_A,6,existing_paid,furn_equip,1766,lt_100DM,1to4YR,1,MALE_MARRIED,none,2,savings,21,none,rent,1,skilled_office,1,none,yes,0
LT_0DM,18,existing_paid,furn_equip,2473,lt_100DM,unemployed,4,MALE_SINGLE,none,1,vehicle,25,none,own,1,unskilled_non_res,1,none,yes,1
NO_CHECK_A,12,existing_paid,business,1542,lt_100DM,4to7YR,2,MALE_SINGLE,none,4,vehicle,36,none,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,18,critical_acc,car_used,3850,lt_100DM,4to7YR,3,MALE_SINGLE,none,1,vehicle,27,none,own,2,skilled_office,1,none,yes,0
LT_0DM,18,existing_paid,furn_equip,3650,lt_100DM,LT_1YR,1,FEMALE_DIVORCED,none,4,vehicle,22,none,rent,1,skilled_office,1,none,yes,0
LT_0DM,36,existing_paid,furn_equip,3446,lt_100DM,GT_7YR,4,MALE_SINGLE,none,2,vehicle,42,none,own,1,skilled_office,2,none,yes,1
0to200DM,18,existing_paid,furn_equip,3001,lt_100DM,4to7YR,2,FEMALE_DIVORCED,none,4,real_estate,40,none,rent,1,skilled_office,1,none,yes,0
NO_CHECK_A,36,existing_paid,car_new,3079,NO_SAVINGS_ACC,1to4YR,4,MALE_SINGLE,none,4,real_estate,36,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,18,critical_acc,radio_tv,6070,lt_100DM,GT_7YR,3,MALE_SINGLE,none,4,vehicle,33,none,own,2,skilled_office,1,yes,yes,0
NO_CHECK_A,10,critical_acc,furn_equip,2146,lt_100DM,LT_1YR,1,FEMALE_DIVORCED,none,3,real_estate,23,none,rent,2,skilled_office,1,none,yes,0
NO_CHECK_A,60,critical_acc,car_new,13756,NO_SAVINGS_ACC,GT_7YR,2,MALE_SINGLE,none,4,no_property,63,bank,for_free,1,mgmt_selfemp,1,yes,yes,0
0to200DM,60,credit_thisbank_paid,car_used0,14782,100_500DM,GT_7YR,3,FEMALE_DIVORCED,none,4,no_property,60,bank,for_free,2,mgmt_selfemp,1,yes,yes,1
LT_0DM,48,credit_thisbank_paid,business,7685,lt_100DM,4to7YR,2,FEMALE_DIVORCED,guarantor,4,vehicle,37,none,rent,1,skilled_office,1,none,yes,1
NO_CHECK_A,18,delay_in_past,radio_tv,2320,lt_100DM,unemployed,2,MALE_MARRIED,none,3,real_estate,34,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,7,delay_in_past,radio_tv,846,NO_SAVINGS_ACC,GT_7YR,3,MALE_SINGLE,none,4,no_property,36,none,for_free,1,skilled_office,1,none,yes,0
0to200DM,36,existing_paid,car_new,14318,lt_100DM,GT_7YR,4,MALE_SINGLE,none,2,no_property,57,none,for_free,1,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,6,critical_acc,car_new,362,100_500DM,1to4YR,4,FEMALE_DIVORCED,none,4,vehicle,52,none,own,2,unskilled_res,1,none,yes,0
LT_0DM,20,existing_paid,furn_equip,2212,NO_SAVINGS_ACC,4to7YR,4,MALE_SINGLE,none,4,vehicle,39,none,own,1,skilled_office,1,yes,yes,0
0to200DM,18,existing_paid,car_used,12976,lt_100DM,unemployed,3,FEMALE_DIVORCED,none,4,no_property,38,none,for_free,1,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,22,existing_paid,car_new,1283,NO_SAVINGS_ACC,4to7YR,4,FEMALE_DIVORCED,none,4,savings,25,none,rent,1,skilled_office,1,none,yes,0
GT_200DM,12,existing_paid,car_new,1330,lt_100DM,LT_1YR,4,MALE_SINGLE,none,1,real_estate,26,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,30,delay_in_past,business,4272,100_500DM,1to4YR,2,MALE_SINGLE,none,2,savings,26,none,own,2,unskilled_res,1,none,yes,0
NO_CHECK_A,18,critical_acc,radio_tv,2238,lt_100DM,1to4YR,2,FEMALE_DIVORCED,none,1,vehicle,25,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,18,existing_paid,radio_tv,1126,NO_SAVINGS_ACC,LT_1YR,4,FEMALE_DIVORCED,none,2,real_estate,21,none,rent,1,skilled_office,1,yes,yes,0
0to200DM,18,critical_acc,furn_equip,7374,lt_100DM,unemployed,4,MALE_SINGLE,none,4,savings,40,stores,own,2,mgmt_selfemp,1,yes,yes,0
0to200DM,15,critical_acc,business,2326,500_1000DM,1to4YR,2,MALE_SINGLE,none,4,vehicle,27,bank,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,9,existing_paid,business,1449,lt_100DM,4to7YR,3,FEMALE_DIVORCED,none,2,vehicle,27,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,18,existing_paid,car_new,1820,lt_100DM,1to4YR,2,MALE_MARRIED,none,2,savings,30,none,own,1,mgmt_selfemp,1,yes,yes,0
0to200DM,12,existing_paid,furn_equip,983,GT_1000DM,LT_1YR,1,FEMALE_DIVORCED,none,4,real_estate,19,none,rent,1,unskilled_res,1,none,yes,0
LT_0DM,36,existing_paid,car_new,3249,lt_100DM,4to7YR,2,MALE_SINGLE,none,4,no_property,39,bank,for_free,1,mgmt_selfemp,2,yes,yes,0
LT_0DM,6,critical_acc,radio_tv,1957,lt_100DM,4to7YR,1,FEMALE_DIVORCED,none,4,vehicle,31,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,9,critical_acc,furn_equip,2406,lt_100DM,unemployed,2,MALE_SINGLE,none,3,vehicle,31,none,own,1,mgmt_selfemp,1,none,yes,0
0to200DM,39,delay_in_past,education,11760,100_500DM,4to7YR,2,MALE_SINGLE,none,3,no_property,32,none,rent,1,skilled_office,1,yes,yes,0
LT_0DM,12,existing_paid,furn_equip,2578,lt_100DM,unemployed,3,FEMALE_DIVORCED,none,4,no_property,55,none,for_free,1,mgmt_selfemp,1,none,yes,0
LT_0DM,36,critical_acc,furn_equip,2348,lt_100DM,1to4YR,3,MALE_MARRIED,none,2,savings,46,none,own,2,skilled_office,1,yes,yes,0
0to200DM,12,existing_paid,car_new,1223,lt_100DM,GT_7YR,1,MALE_DIVORCED,none,1,real_estate,46,none,rent,2,skilled_office,1,none,yes,1
NO_CHECK_A,24,critical_acc,radio_tv,1516,GT_1000DM,1to4YR,4,FEMALE_DIVORCED,none,1,real_estate,43,none,own,2,unskilled_res,1,none,yes,0
NO_CHECK_A,18,existing_paid,radio_tv,1473,lt_100DM,LT_1YR,3,MALE_MARRIED,none,4,real_estate,39,none,own,1,skilled_office,1,yes,yes,0
0to200DM,18,critical_acc,business,1887,NO_SAVINGS_ACC,1to4YR,4,MALE_MARRIED,none,4,real_estate,28,bank,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,24,delay_in_past,business,8648,lt_100DM,LT_1YR,2,MALE_SINGLE,none,2,vehicle,27,bank,own,2,skilled_office,1,yes,yes,1
NO_CHECK_A,14,delay_in_past,car_new,802,lt_100DM,1to4YR,4,MALE_SINGLE,none,2,vehicle,27,none,own,2,unskilled_res,1,none,yes,0
0to200DM,18,delay_in_past,car_new,2899,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,vehicle,43,none,own,1,skilled_office,2,none,yes,0
0to200DM,24,existing_paid,radio_tv,2039,lt_100DM,LT_1YR,1,MALE_MARRIED,none,1,savings,22,none,own,1,skilled_office,1,yes,yes,1
NO_CHECK_A,24,critical_acc,car_used,2197,NO_SAVINGS_ACC,4to7YR,4,MALE_SINGLE,none,4,vehicle,43,none,own,2,skilled_office,2,yes,yes,0
LT_0DM,15,existing_paid,radio_tv,1053,lt_100DM,LT_1YR,4,MALE_MARRIED,none,2,real_estate,27,none,own,1,skilled_office,1,none,no,0
NO_CHECK_A,24,existing_paid,radio_tv,3235,500_1000DM,GT_7YR,3,MALE_DIVORCED,none,2,vehicle,26,none,own,1,mgmt_selfemp,1,yes,yes,0
GT_200DM,12,critical_acc,car_new,939,500_1000DM,4to7YR,4,MALE_MARRIED,none,2,real_estate,28,none,own,3,skilled_office,1,yes,yes,1
0to200DM,24,existing_paid,radio_tv,1967,lt_100DM,GT_7YR,4,FEMALE_DIVORCED,none,4,vehicle,20,none,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,33,critical_acc,car_used,7253,lt_100DM,4to7YR,3,MALE_SINGLE,none,2,vehicle,35,none,own,2,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,12,critical_acc,business,2292,lt_100DM,unemployed,4,MALE_SINGLE,none,2,vehicle,42,stores,own,2,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,10,existing_paid,car_new,1597,500_1000DM,1to4YR,3,MALE_SINGLE,none,2,no_property,40,none,rent,1,unskilled_res,2,none,no,0
LT_0DM,24,existing_paid,car_new,1381,NO_SAVINGS_ACC,1to4YR,4,FEMALE_DIVORCED,none,2,savings,35,none,own,1,skilled_office,1,none,yes,1
NO_CHECK_A,36,critical_acc,car_used,5842,lt_100DM,GT_7YR,2,MALE_SINGLE,none,2,savings,35,none,own,2,skilled_office,2,yes,yes,0
LT_0DM,12,existing_paid,car_new,2579,lt_100DM,LT_1YR,4,MALE_SINGLE,none,1,real_estate,33,none,own,1,unskilled_res,2,none,yes,1
LT_0DM,18,delay_in_past,education,8471,NO_SAVINGS_ACC,1to4YR,1,FEMALE_DIVORCED,none,2,vehicle,23,none,rent,2,skilled_office,1,yes,yes,0
NO_CHECK_A,21,existing_paid,car_new,2782,500_1000DM,4to7YR,1,FEMALE_DIVORCED,none,2,vehicle,31,bank,own,1,mgmt_selfemp,1,none,yes,0
0to200DM,18,existing_paid,car_new,1042,NO_SAVINGS_ACC,1to4YR,4,FEMALE_DIVORCED,none,2,savings,33,none,own,1,skilled_office,1,none,yes,1
NO_CHECK_A,15,existing_paid,car_new,3186,GT_1000DM,4to7YR,2,FEMALE_DIVORCED,none,3,vehicle,20,none,rent,1,skilled_office,1,none,yes,0
0to200DM,12,existing_paid,car_used,2028,NO_SAVINGS_ACC,1to4YR,4,MALE_SINGLE,none,2,vehicle,30,none,own,1,skilled_office,1,none,yes,0
0to200DM,12,critical_acc,car_new,958,lt_100DM,4to7YR,2,MALE_SINGLE,none,3,real_estate,47,none,own,2,unskilled_res,2,none,yes,0
NO_CHECK_A,21,delay_in_past,furn_equip,1591,100_500DM,4to7YR,4,MALE_SINGLE,none,3,real_estate,34,none,own,2,mgmt_selfemp,1,none,yes,0
0to200DM,12,existing_paid,furn_equip,2762,NO_SAVINGS_ACC,GT_7YR,1,FEMALE_DIVORCED,none,2,savings,25,bank,own,1,skilled_office,1,yes,yes,1
0to200DM,18,existing_paid,car_used,2779,lt_100DM,1to4YR,1,MALE_MARRIED,none,3,vehicle,21,none,rent,1,skilled_office,1,yes,yes,0
NO_CHECK_A,28,critical_acc,radio_tv,2743,lt_100DM,GT_7YR,4,MALE_SINGLE,none,2,vehicle,29,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,18,critical_acc,radio_tv,1149,GT_1000DM,1to4YR,4,MALE_SINGLE,none,3,real_estate,46,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,9,existing_paid,furn_equip,1313,lt_100DM,GT_7YR,1,MALE_SINGLE,none,4,vehicle,20,none,own,1,skilled_office,1,none,yes,0
LT_0DM,18,critical_acc,repairs,1190,lt_100DM,unemployed,2,FEMALE_DIVORCED,none,4,no_property,55,none,for_free,3,unskilled_non_res,2,none,yes,1
NO_CHECK_A,5,existing_paid,business,3448,lt_100DM,4to7YR,1,MALE_SINGLE,none,4,real_estate,74,none,own,1,unskilled_res,1,none,yes,0
0to200DM,24,existing_paid,car_used0,11328,lt_100DM,1to4YR,2,MALE_SINGLE,co-applicant,3,vehicle,29,bank,own,2,mgmt_selfemp,1,yes,yes,1
LT_0DM,6,critical_acc,furn_equip,1872,lt_100DM,unemployed,4,MALE_SINGLE,none,4,no_property,36,none,for_free,3,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,24,critical_acc,repairs,2058,lt_100DM,1to4YR,4,MALE_DIVORCED,none,2,real_estate,33,none,own,2,skilled_office,1,yes,yes,0
LT_0DM,9,existing_paid,furn_equip,2136,lt_100DM,1to4YR,3,MALE_SINGLE,none,2,real_estate,25,none,own,1,skilled_office,1,none,yes,0
0to200DM,12,existing_paid,radio_tv,1484,NO_SAVINGS_ACC,1to4YR,2,MALE_MARRIED,none,1,real_estate,25,none,own,1,skilled_office,1,yes,yes,1
NO_CHECK_A,6,existing_paid,repairs,660,500_1000DM,4to7YR,2,MALE_MARRIED,none,4,real_estate,23,none,rent,1,unskilled_res,1,none,yes,0
NO_CHECK_A,24,critical_acc,car_new,1287,GT_1000DM,GT_7YR,4,FEMALE_DIVORCED,none,4,real_estate,37,none,own,2,skilled_office,1,yes,yes,0
LT_0DM,42,critical_acc,repairs,3394,lt_100DM,unemployed,4,MALE_SINGLE,co-applicant,4,vehicle,65,none,own,2,unskilled_non_res,1,none,yes,0
GT_200DM,12,credit_thisbank_paid,business,609,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,1,real_estate,26,none,own,1,unskilled_non_res,1,none,yes,1
NO_CHECK_A,12,existing_paid,car_new,1884,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,39,none,own,1,mgmt_selfemp,1,yes,yes,0
LT_0DM,12,existing_paid,furn_equip,1620,lt_100DM,1to4YR,2,FEMALE_DIVORCED,co-applicant,3,savings,30,none,own,1,skilled_office,1,none,yes,0
0to200DM,20,delay_in_past,car_used0,2629,lt_100DM,1to4YR,2,MALE_SINGLE,none,3,vehicle,29,bank,own,2,skilled_office,1,yes,yes,0
NO_CHECK_A,12,existing_paid,education,719,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,41,bank,own,1,unskilled_res,2,none,yes,1
0to200DM,48,critical_acc,furn_equip,5096,lt_100DM,1to4YR,2,FEMALE_DIVORCED,none,3,vehicle,30,none,own,1,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,9,critical_acc,education,1244,NO_SAVINGS_ACC,GT_7YR,4,FEMALE_DIVORCED,none,4,savings,41,none,rent,2,unskilled_res,1,none,yes,0
LT_0DM,36,existing_paid,car_new,1842,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,4,vehicle,34,none,own,1,skilled_office,1,yes,yes,1
0to200DM,7,existing_paid,radio_tv,2576,lt_100DM,1to4YR,2,MALE_SINGLE,guarantor,2,real_estate,35,none,own,1,skilled_office,1,none,yes,0
GT_200DM,12,existing_paid,furn_equip,1424,NO_SAVINGS_ACC,GT_7YR,3,FEMALE_DIVORCED,none,4,real_estate,55,none,own,1,mgmt_selfemp,1,yes,yes,0
0to200DM,15,delay_in_past,repairs,1512,GT_1000DM,1to4YR,3,MALE_MARRIED,none,3,savings,61,stores,own,2,skilled_office,1,none,yes,1
NO_CHECK_A,36,critical_acc,car_used,11054,NO_SAVINGS_ACC,1to4YR,4,MALE_SINGLE,none,2,vehicle,30,none,own,1,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,6,existing_paid,radio_tv,518,lt_100DM,1to4YR,3,FEMALE_DIVORCED,none,1,real_estate,29,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,12,no_credit,furn_equip,2759,lt_100DM,GT_7YR,2,MALE_SINGLE,none,4,savings,34,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,24,existing_paid,car_used,2670,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,35,none,own,1,mgmt_selfemp,1,yes,yes,0
LT_0DM,24,existing_paid,car_new,4817,lt_100DM,4to7YR,2,MALE_SINGLE,co-applicant,3,savings,31,none,own,1,skilled_office,1,yes,yes,1
NO_CHECK_A,24,existing_paid,car_used,2679,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,1,no_property,29,none,own,1,mgmt_selfemp,1,yes,yes,0
LT_0DM,11,critical_acc,car_new,3905,lt_100DM,1to4YR,2,MALE_SINGLE,none,2,real_estate,36,none,rent,2,skilled_office,2,none,yes,0
LT_0DM,12,existing_paid,car_used,3386,lt_100DM,GT_7YR,3,MALE_SINGLE,none,4,no_property,35,none,for_free,1,skilled_office,1,yes,yes,1
LT_0DM,6,existing_paid,dom_app,343,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,1,real_estate,27,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,18,existing_paid,radio_tv,4594,lt_100DM,LT_1YR,3,MALE_SINGLE,none,2,vehicle,32,none,own,1,skilled_office,1,yes,yes,0
LT_0DM,36,existing_paid,furn_equip,3620,lt_100DM,1to4YR,1,MALE_SINGLE,guarantor,2,savings,37,none,own,1,skilled_office,2,none,yes,0
LT_0DM,15,existing_paid,car_new,1721,lt_100DM,LT_1YR,2,MALE_SINGLE,none,3,real_estate,36,none,own,1,skilled_office,1,none,yes,0
0to200DM,12,existing_paid,furn_equip,3017,lt_100DM,LT_1YR,3,FEMALE_DIVORCED,none,1,real_estate,34,none,rent,1,mgmt_selfemp,1,none,yes,0
0to200DM,12,existing_paid,retrain,754,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,savings,38,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,18,existing_paid,business,1950,lt_100DM,4to7YR,4,MALE_SINGLE,none,1,vehicle,34,stores,own,2,skilled_office,1,yes,yes,0
LT_0DM,24,existing_paid,car_used,2924,lt_100DM,1to4YR,3,MALE_SINGLE,guarantor,4,no_property,63,bank,own,1,skilled_office,2,yes,yes,0
LT_0DM,24,delay_in_past,radio_tv,1659,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,2,vehicle,29,none,rent,1,unskilled_res,1,yes,yes,1
NO_CHECK_A,48,delay_in_past,radio_tv,7238,NO_SAVINGS_ACC,GT_7YR,3,MALE_SINGLE,none,3,vehicle,32,bank,own,2,skilled_office,2,none,yes,0
NO_CHECK_A,33,delay_in_past,business,2764,lt_100DM,1to4YR,2,FEMALE_DIVORCED,none,2,vehicle,26,none,own,2,skilled_office,1,yes,yes,0
NO_CHECK_A,24,delay_in_past,car_used,4679,lt_100DM,4to7YR,3,MALE_SINGLE,none,3,vehicle,35,none,own,2,unskilled_res,1,yes,yes,0
0to200DM,24,existing_paid,radio_tv,3092,100_500DM,LT_1YR,3,MALE_MARRIED,none,2,vehicle,22,none,rent,1,skilled_office,1,yes,yes,1
LT_0DM,6,existing_paid,education,448,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,4,savings,23,none,own,1,skilled_office,1,none,yes,1
LT_0DM,9,existing_paid,car_new,654,lt_100DM,1to4YR,4,MALE_SINGLE,none,3,vehicle,28,none,own,1,unskilled_res,1,none,yes,1
NO_CHECK_A,6,existing_paid,retrain,1238,NO_SAVINGS_ACC,unemployed,4,MALE_SINGLE,none,4,savings,36,none,own,1,mgmt_selfemp,2,yes,yes,0
0to200DM,18,critical_acc,radio_tv,1245,lt_100DM,1to4YR,4,MALE_MARRIED,none,2,vehicle,33,none,own,1,skilled_office,1,none,yes,1
LT_0DM,18,no_credit,furn_equip,3114,lt_100DM,LT_1YR,1,FEMALE_DIVORCED,none,4,savings,26,none,rent,1,skilled_office,1,none,yes,1
NO_CHECK_A,39,existing_paid,car_used,2569,500_1000DM,1to4YR,4,MALE_SINGLE,none,4,vehicle,24,none,own,1,skilled_office,1,none,yes,0
GT_200DM,24,existing_paid,radio_tv,5152,lt_100DM,4to7YR,4,MALE_SINGLE,none,2,vehicle,25,bank,own,1,skilled_office,1,none,yes,0
0to200DM,12,existing_paid,business,1037,100_500DM,4to7YR,3,MALE_SINGLE,none,4,real_estate,39,none,own,1,unskilled_res,1,none,yes,0
LT_0DM,15,critical_acc,furn_equip,1478,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,44,none,own,2,skilled_office,2,yes,yes,0
0to200DM,12,critical_acc,radio_tv,3573,lt_100DM,1to4YR,1,FEMALE_DIVORCED,none,1,real_estate,23,none,own,1,unskilled_res,1,none,yes,0
0to200DM,24,existing_paid,car_new,1201,lt_100DM,LT_1YR,4,MALE_SINGLE,none,1,savings,26,none,own,1,skilled_office,1,none,yes,0
LT_0DM,30,existing_paid,furn_equip,3622,GT_1000DM,GT_7YR,4,FEMALE_DIVORCED,none,4,savings,57,none,rent,2,skilled_office,1,yes,yes,0
NO_CHECK_A,15,delay_in_past,furn_equip,960,GT_1000DM,4to7YR,3,FEMALE_DIVORCED,none,2,savings,30,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,12,critical_acc,car_new,1163,500_1000DM,1to4YR,4,MALE_SINGLE,none,4,real_estate,44,none,own,1,skilled_office,1,yes,yes,0
0to200DM,6,delay_in_past,car_new,1209,lt_100DM,unemployed,4,MALE_SINGLE,none,4,savings,47,none,own,1,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,12,existing_paid,radio_tv,3077,lt_100DM,1to4YR,2,MALE_SINGLE,none,4,vehicle,52,none,own,1,skilled_office,1,yes,yes,0
